GAME_ID,WEEKDAY,DATE,TIME,AWAY,HOME,TV,POSTPONED
574,2,3/1/2021,7:00 pm ET,Indiana Pacers,Philadelphia 76ers,League Pass,0
575,2,3/1/2021,8:00 pm ET,Denver Nuggets,Chicago Bulls,League Pass,0
576,2,3/1/2021,8:00 pm ET,Cleveland Cavaliers,Houston Rockets,League Pass,0
577,2,3/1/2021,8:00 pm ET,Utah Jazz,New Orleans Pelicans,NBA TV,0
578,2,3/1/2021,8:30 pm ET,Brooklyn Nets,San Antonio Spurs,League Pass,0
579,2,3/1/2021,10:30 pm ET,Charlotte Hornets,Portland Trail Blazers,NBA TV,0
580,3,3/2/2021,7:00 pm ET,Memphis Grizzlies,Washington Wizards,League Pass,0
581,3,3/2/2021,7:30 pm ET,LA Clippers,Boston Celtics,TNT,0
582,3,3/2/2021,7:30 pm ET,Atlanta Hawks,Miami Heat,League Pass,0
583,3,3/2/2021,7:30 pm ET,Detroit Pistons,Toronto Raptors,League Pass,0
584,3,3/2/2021,8:00 pm ET,Denver Nuggets,Milwaukee Bucks,League Pass,0
585,3,3/2/2021,8:30 pm ET,New York Knicks,San Antonio Spurs,League Pass,0
586,3,3/2/2021,10:00 pm ET,Phoenix Suns,Los Angeles Lakers,TNT,0
587,4,3/3/2021,7:00 pm ET,Indiana Pacers,Cleveland Cavaliers,League Pass,0
588,4,3/3/2021,7:00 pm ET,Atlanta Hawks,Orlando Magic,League Pass,0
589,4,3/3/2021,7:00 pm ET,Utah Jazz,Philadelphia 76ers,League Pass,0
590,4,3/3/2021,7:30 pm ET,Brooklyn Nets,Houston Rockets,ESPN,0
591,4,3/3/2021,8:00 pm ET,Charlotte Hornets,Minnesota Timberwolves,League Pass,0
592,4,3/3/2021,8:00 pm ET,Chicago Bulls,New Orleans Pelicans,League Pass,0
593,4,3/3/2021,8:30 pm ET,Oklahoma City Thunder,Dallas Mavericks,League Pass,0
594,4,3/3/2021,10:00 pm ET,Golden State Warriors,Portland Trail Blazers,ESPN,0
595,4,3/3/2021,10:00 pm ET,Los Angeles Lakers,Sacramento Kings,League Pass,0
596,5,3/4/2021,7:00 pm ET,Toronto Raptors,Boston Celtics,TNT,0
597,5,3/4/2021,7:00 pm ET,Denver Nuggets,Indiana Pacers,League Pass,0
598,5,3/4/2021,7:00 pm ET,LA Clippers,Washington Wizards,League Pass,0
599,5,3/4/2021,8:00 pm ET,Milwaukee Bucks,Memphis Grizzlies,League Pass,0
600,5,3/4/2021,8:30 pm ET,Oklahoma City Thunder,San Antonio Spurs,League Pass,0
601,5,3/4/2021,9:30 pm ET,Miami Heat,New Orleans Pelicans,TNT,0
602,5,3/4/2021,10:00 pm ET,Sacramento Kings,Portland Trail Blazers,League Pass,0
229,5,3/4/2021,10:00 pm ET,Golden State Warriors,Phoenix Suns,League Pass,0
603,4,3/10/2021,8:00 pm ET,Washington Wizards,Memphis Grizzlies,League Pass,0
604,4,3/10/2021,8:30 pm ET,San Antonio Spurs,Dallas Mavericks,NBA TV,0
605,5,3/11/2021,7:00 pm ET,Detroit Pistons,Charlotte Hornets,League Pass,0
606,5,3/11/2021,7:30 pm ET,Boston Celtics,Brooklyn Nets,TNT,0
607,5,3/11/2021,7:30 pm ET,Atlanta Hawks,Toronto Raptors,League Pass,0
608,5,3/11/2021,8:00 pm ET,Orlando Magic,Miami Heat,League Pass,0
609,5,3/11/2021,8:00 pm ET,Philadelphia 76ers,Chicago Bulls,League Pass,0
610,5,3/11/2021,8:00 pm ET,New York Knicks,Milwaukee Bucks,League Pass,0
611,5,3/11/2021,8:00 pm ET,Minnesota Timberwolves,New Orleans Pelicans,League Pass,0
612,5,3/11/2021,9:00 pm ET,Dallas Mavericks,Oklahoma City Thunder,League Pass,0
613,5,3/11/2021,10:00 pm ET,Golden State Warriors,LA Clippers,TNT,0
614,5,3/11/2021,10:00 pm ET,Phoenix Suns,Portland Trail Blazers,League Pass,0
615,5,3/11/2021,10:00 pm ET,Houston Rockets,Sacramento Kings,League Pass,0
616,6,3/12/2021,8:00 pm ET,Philadelphia 76ers,Washington Wizards,League Pass,0
617,6,3/12/2021,8:00 pm ET,Denver Nuggets,Memphis Grizzlies,NBA TV,0
618,6,3/12/2021,8:00 pm ET,Cleveland Cavaliers,New Orleans Pelicans,League Pass,0
619,6,3/12/2021,9:00 pm ET,Miami Heat,Chicago Bulls,League Pass,0
620,6,3/12/2021,9:00 pm ET,Orlando Magic,San Antonio Spurs,League Pass,0
621,6,3/12/2021,10:00 pm ET,Houston Rockets,Utah Jazz,League Pass,0
622,6,3/12/2021,10:30 pm ET,Indiana Pacers,Los Angeles Lakers,NBA TV,0
623,7,3/13/2021,2:00 pm ET,New York Knicks,Oklahoma City Thunder,NBA TV,0
624,7,3/13/2021,7:00 pm ET,Detroit Pistons,Brooklyn Nets,NBA TV,0
625,7,3/13/2021,7:00 pm ET,Toronto Raptors,Charlotte Hornets,League Pass,0
626,7,3/13/2021,7:00 pm ET,Milwaukee Bucks,Washington Wizards,League Pass,0
627,7,3/13/2021,7:30 pm ET,Sacramento Kings,Atlanta Hawks,League Pass,0
628,7,3/13/2021,8:00 pm ET,Portland Trail Blazers,Minnesota Timberwolves,League Pass,0
629,7,3/13/2021,10:00 pm ET,Dallas Mavericks,Denver Nuggets,NBA TV,0
630,7,3/13/2021,10:00 pm ET,Indiana Pacers,Phoenix Suns,League Pass,0
631,1,3/14/2021,2:00 pm ET,Memphis Grizzlies,Oklahoma City Thunder,League Pass,0
632,1,3/14/2021,4:00 pm ET,Utah Jazz,Golden State Warriors,NBA TV,0
633,1,3/14/2021,6:30 pm ET,San Antonio Spurs,Philadelphia 76ers,NBA TV,0
634,1,3/14/2021,7:00 pm ET,Miami Heat,Orlando Magic,League Pass,0
635,1,3/14/2021,7:30 pm ET,Cleveland Cavaliers,Atlanta Hawks,League Pass,0
636,1,3/14/2021,8:00 pm ET,Boston Celtics,Houston Rockets,League Pass,0
637,1,3/14/2021,8:00 pm ET,Portland Trail Blazers,Minnesota Timberwolves,League Pass,0
638,1,3/14/2021,9:00 pm ET,Toronto Raptors,Chicago Bulls,League Pass,0
639,1,3/14/2021,9:00 pm ET,LA Clippers,New Orleans Pelicans,ESPN,0
640,2,3/15/2021,7:00 pm ET,Sacramento Kings,Charlotte Hornets,League Pass,0
641,2,3/15/2021,7:00 pm ET,Milwaukee Bucks,Washington Wizards,League Pass,0
642,2,3/15/2021,8:00 pm ET,New York Knicks,Brooklyn Nets,ESPN,0
643,2,3/15/2021,8:00 pm ET,San Antonio Spurs,Detroit Pistons,League Pass,0
644,2,3/15/2021,9:00 pm ET,LA Clippers,Dallas Mavericks,League Pass,0
645,2,3/15/2021,9:00 pm ET,Indiana Pacers,Denver Nuggets,League Pass,0
646,2,3/15/2021,10:00 pm ET,Memphis Grizzlies,Phoenix Suns,League Pass,0
647,2,3/15/2021,10:30 pm ET,Los Angeles Lakers,Golden State Warriors,ESPN,0
648,3,3/16/2021,7:30 pm ET,Utah Jazz,Boston Celtics,TNT,0
649,3,3/16/2021,8:00 pm ET,Cleveland Cavaliers,Miami Heat,League Pass,0
650,3,3/16/2021,8:00 pm ET,New York Knicks,Philadelphia 76ers,League Pass,0
651,3,3/16/2021,8:00 pm ET,Oklahoma City Thunder,Chicago Bulls,League Pass,0
652,3,3/16/2021,8:00 pm ET,Atlanta Hawks,Houston Rockets,League Pass,0
653,3,3/16/2021,10:00 pm ET,New Orleans Pelicans,Portland Trail Blazers,TNT,0
654,3,3/16/2021,10:30 pm ET,Minnesota Timberwolves,Los Angeles Lakers,League Pass,0
655,4,3/17/2021,7:00 pm ET,Toronto Raptors,Detroit Pistons,League Pass,0
656,4,3/17/2021,7:00 pm ET,Brooklyn Nets,Indiana Pacers,League Pass,0
657,4,3/17/2021,7:00 pm ET,Milwaukee Bucks,Philadelphia 76ers,ESPN,0
658,4,3/17/2021,7:00 pm ET,Sacramento Kings,Washington Wizards,League Pass,0
659,4,3/17/2021,8:00 pm ET,Boston Celtics,Cleveland Cavaliers,League Pass,0
660,4,3/17/2021,8:00 pm ET,San Antonio Spurs,Chicago Bulls,League Pass,0
661,4,3/17/2021,8:00 pm ET,Golden State Warriors,Houston Rockets,League Pass,0
662,4,3/17/2021,9:00 pm ET,Miami Heat,Memphis Grizzlies,League Pass,0
663,4,3/17/2021,9:00 pm ET,Charlotte Hornets,Denver Nuggets,League Pass,0
664,4,3/17/2021,9:30 pm ET,LA Clippers,Dallas Mavericks,ESPN,0
665,5,3/18/2021,7:00 pm ET,Utah Jazz,Washington Wizards,NBA TV,0
666,5,3/18/2021,7:30 pm ET,Oklahoma City Thunder,Atlanta Hawks,League Pass,0
667,5,3/18/2021,7:30 pm ET,Orlando Magic,New York Knicks,League Pass,0
668,5,3/18/2021,10:00 pm ET,Minnesota Timberwolves,Phoenix Suns,League Pass,0
669,5,3/18/2021,10:00 pm ET,New Orleans Pelicans,Portland Trail Blazers,League Pass,0
670,5,3/18/2021,10:30 pm ET,Charlotte Hornets,Los Angeles Lakers,NBA TV,0
671,6,3/19/2021,7:30 pm ET,Sacramento Kings,Boston Celtics,League Pass,0
672,6,3/19/2021,7:30 pm ET,San Antonio Spurs,Cleveland Cavaliers,League Pass,0
673,6,3/19/2021,8:00 pm ET,Indiana Pacers,Miami Heat,League Pass,0
674,6,3/19/2021,8:00 pm ET,Brooklyn Nets,Orlando Magic,League Pass,0
675,6,3/19/2021,8:00 pm ET,Utah Jazz,Toronto Raptors,League Pass,0
676,6,3/19/2021,8:00 pm ET,Detroit Pistons,Houston Rockets,League Pass,0
677,6,3/19/2021,8:00 pm ET,Golden State Warriors,Memphis Grizzlies,League Pass,0
678,6,3/19/2021,9:00 pm ET,Chicago Bulls,Denver Nuggets,League Pass,0
679,6,3/19/2021,10:00 pm ET,Minnesota Timberwolves,Phoenix Suns,League Pass,0
680,6,3/19/2021,10:00 pm ET,Dallas Mavericks,Portland Trail Blazers,NBA TV,0
681,7,3/20/2021,3:30 pm ET,Atlanta Hawks,Los Angeles Lakers,League Pass,0
682,7,3/20/2021,8:00 pm ET,Sacramento Kings,Philadelphia 76ers,League Pass,0
683,7,3/20/2021,8:00 pm ET,Golden State Warriors,Memphis Grizzlies,NBA TV,0
684,7,3/20/2021,9:00 pm ET,San Antonio Spurs,Milwaukee Bucks,League Pass,0
685,7,3/20/2021,10:00 pm ET,Charlotte Hornets,LA Clippers,League Pass,0
686,1,3/21/2021,1:00 pm ET,Indiana Pacers,Miami Heat,League Pass,0
687,1,3/21/2021,2:00 pm ET,Oklahoma City Thunder,Houston Rockets,League Pass,0
688,1,3/21/2021,3:00 pm ET,New Orleans Pelicans,Denver Nuggets,League Pass,0
689,1,3/21/2021,3:30 pm ET,Orlando Magic,Boston Celtics,League Pass,0
690,1,3/21/2021,7:00 pm ET,Washington Wizards,Brooklyn Nets,NBA TV,0
691,1,3/21/2021,7:00 pm ET,Toronto Raptors,Cleveland Cavaliers,League Pass,0
692,1,3/21/2021,7:00 pm ET,Chicago Bulls,Detroit Pistons,League Pass,0
693,1,3/21/2021,8:00 pm ET,Philadelphia 76ers,New York Knicks,League Pass,0
694,1,3/21/2021,10:00 pm ET,Los Angeles Lakers,Phoenix Suns,NBA TV,0
695,1,3/21/2021,10:00 pm ET,Dallas Mavericks,Portland Trail Blazers,League Pass,0
696,2,3/22/2021,7:30 pm ET,Sacramento Kings,Cleveland Cavaliers,League Pass,0
697,2,3/22/2021,8:00 pm ET,Oklahoma City Thunder,Minnesota Timberwolves,League Pass,0
698,2,3/22/2021,8:30 pm ET,Charlotte Hornets,San Antonio Spurs,League Pass,0
699,2,3/22/2021,9:00 pm ET,Utah Jazz,Chicago Bulls,League Pass,0
700,2,3/22/2021,9:00 pm ET,Toronto Raptors,Houston Rockets,League Pass,0
701,2,3/22/2021,9:00 pm ET,Boston Celtics,Memphis Grizzlies,League Pass,0
702,2,3/22/2021,9:00 pm ET,Indiana Pacers,Milwaukee Bucks,NBA TV,0
703,2,3/22/2021,10:00 pm ET,Atlanta Hawks,LA Clippers,League Pass,0
704,3,3/23/2021,7:00 pm ET,Denver Nuggets,Orlando Magic,League Pass,0
705,3,3/23/2021,7:30 pm ET,Washington Wizards,New York Knicks,League Pass,0
706,3,3/23/2021,7:30 pm ET,Los Angeles Lakers,New Orleans Pelicans,TNT,0
707,3,3/23/2021,8:00 pm ET,Phoenix Suns,Miami Heat,League Pass,0
708,3,3/23/2021,10:00 pm ET,Philadelphia 76ers,Golden State Warriors,TNT,0
709,3,3/23/2021,10:00 pm ET,Brooklyn Nets,Portland Trail Blazers,League Pass,0
710,4,3/24/2021,7:00 pm ET,Detroit Pistons,Indiana Pacers,League Pass,0
711,4,3/24/2021,7:30 pm ET,Denver Nuggets,Toronto Raptors,League Pass,0
712,4,3/24/2021,7:30 pm ET,Boston Celtics,Milwaukee Bucks,ESPN,0
713,4,3/24/2021,8:00 pm ET,Phoenix Suns,Orlando Magic,League Pass,0
714,4,3/24/2021,8:00 pm ET,Cleveland Cavaliers,Chicago Bulls,League Pass,0
715,4,3/24/2021,8:00 pm ET,Charlotte Hornets,Houston Rockets,League Pass,0
716,4,3/24/2021,8:00 pm ET,Dallas Mavericks,Minnesota Timberwolves,League Pass,0
717,4,3/24/2021,8:00 pm ET,Memphis Grizzlies,Oklahoma City Thunder,League Pass,0
718,4,3/24/2021,8:30 pm ET,LA Clippers,San Antonio Spurs,League Pass,0
719,4,3/24/2021,10:00 pm ET,Brooklyn Nets,Utah Jazz,ESPN,0
720,4,3/24/2021,10:00 pm ET,Atlanta Hawks,Sacramento Kings,League Pass,0
721,5,3/25/2021,7:30 pm ET,Portland Trail Blazers,Miami Heat,TNT,0
722,5,3/25/2021,7:30 pm ET,Washington Wizards,New York Knicks,League Pass,0
723,5,3/25/2021,8:30 pm ET,LA Clippers,San Antonio Spurs,League Pass,0
724,5,3/25/2021,10:00 pm ET,Philadelphia 76ers,Los Angeles Lakers,TNT,0
725,5,3/25/2021,10:00 pm ET,Golden State Warriors,Sacramento Kings,League Pass,0
726,6,3/26/2021,7:00 pm ET,Brooklyn Nets,Detroit Pistons,League Pass,0
727,6,3/26/2021,7:30 pm ET,Phoenix Suns,Toronto Raptors,League Pass,0
728,6,3/26/2021,7:30 pm ET,Boston Celtics,Milwaukee Bucks,ESPN,0
729,6,3/26/2021,8:00 pm ET,Miami Heat,Charlotte Hornets,League Pass,0
730,6,3/26/2021,8:00 pm ET,Portland Trail Blazers,Orlando Magic,League Pass,0
731,6,3/26/2021,8:00 pm ET,Houston Rockets,Minnesota Timberwolves,League Pass,0
732,6,3/26/2021,8:00 pm ET,Denver Nuggets,New Orleans Pelicans,League Pass,0
733,6,3/26/2021,8:30 pm ET,Indiana Pacers,Dallas Mavericks,League Pass,0
734,6,3/26/2021,9:00 pm ET,Memphis Grizzlies,Utah Jazz,League Pass,0
735,6,3/26/2021,10:00 pm ET,Atlanta Hawks,Golden State Warriors,ESPN,0
736,6,3/26/2021,10:30 pm ET,Cleveland Cavaliers,Los Angeles Lakers,League Pass,0
737,7,3/27/2021,8:00 pm ET,Detroit Pistons,Washington Wizards,League Pass,0
738,7,3/27/2021,8:00 pm ET,New York Knicks,Milwaukee Bucks,League Pass,0
739,7,3/27/2021,8:00 pm ET,Houston Rockets,Minnesota Timberwolves,League Pass,0
740,7,3/27/2021,8:30 pm ET,Chicago Bulls,San Antonio Spurs,League Pass,0
741,7,3/27/2021,9:00 pm ET,Dallas Mavericks,New Orleans Pelicans,League Pass,0
742,7,3/27/2021,9:00 pm ET,Boston Celtics,Oklahoma City Thunder,League Pass,0
743,7,3/27/2021,9:00 pm ET,Memphis Grizzlies,Utah Jazz,League Pass,0
744,7,3/27/2021,10:00 pm ET,Philadelphia 76ers,LA Clippers,NBA TV,0
745,7,3/27/2021,10:00 pm ET,Cleveland Cavaliers,Sacramento Kings,League Pass,0
746,1,3/28/2021,1:00 pm ET,Phoenix Suns,Charlotte Hornets,League Pass,0
747,1,3/28/2021,7:00 pm ET,Portland Trail Blazers,Toronto Raptors,League Pass,0
748,1,3/28/2021,9:00 pm ET,Atlanta Hawks,Denver Nuggets,NBA TV,0
749,1,3/28/2021,10:00 pm ET,Orlando Magic,Los Angeles Lakers,League Pass,0
750,2,3/29/2021,7:00 pm ET,Indiana Pacers,Washington Wizards,League Pass,0
751,2,3/29/2021,7:30 pm ET,New Orleans Pelicans,Boston Celtics,NBA TV,0
752,2,3/29/2021,7:30 pm ET,Minnesota Timberwolves,Brooklyn Nets,League Pass,0
753,2,3/29/2021,7:30 pm ET,Miami Heat,New York Knicks,League Pass,0
754,2,3/29/2021,8:00 pm ET,Toronto Raptors,Detroit Pistons,League Pass,0
755,2,3/29/2021,8:00 pm ET,Memphis Grizzlies,Houston Rockets,League Pass,0
756,2,3/29/2021,8:00 pm ET,Dallas Mavericks,Oklahoma City Thunder,League Pass,0
757,2,3/29/2021,8:30 pm ET,Sacramento Kings,San Antonio Spurs,League Pass,0
758,2,3/29/2021,9:00 pm ET,Cleveland Cavaliers,Utah Jazz,League Pass,0
759,2,3/29/2021,10:00 pm ET,Chicago Bulls,Golden State Warriors,League Pass,0
760,2,3/29/2021,10:00 pm ET,Milwaukee Bucks,LA Clippers,NBA TV,0
761,3,3/30/2021,7:00 pm ET,Charlotte Hornets,Washington Wizards,League Pass,0
762,3,3/30/2021,9:00 pm ET,Philadelphia 76ers,Denver Nuggets,NBA TV,0
763,3,3/30/2021,10:00 pm ET,Orlando Magic,LA Clippers,League Pass,0
764,3,3/30/2021,10:00 pm ET,Atlanta Hawks,Phoenix Suns,League Pass,0
765,4,3/31/2021,7:00 pm ET,Portland Trail Blazers,Detroit Pistons,League Pass,0
766,4,3/31/2021,7:00 pm ET,Miami Heat,Indiana Pacers,League Pass,0
767,4,3/31/2021,7:30 pm ET,Dallas Mavericks,Boston Celtics,ESPN,0
768,4,3/31/2021,7:30 pm ET,Houston Rockets,Brooklyn Nets,League Pass,0
769,4,3/31/2021,8:00 pm ET,Utah Jazz,Memphis Grizzlies,League Pass,0
770,4,3/31/2021,8:00 pm ET,New York Knicks,Minnesota Timberwolves,League Pass,0
771,4,3/31/2021,8:00 pm ET,Toronto Raptors,Oklahoma City Thunder,League Pass,0
772,4,3/31/2021,8:30 pm ET,Sacramento Kings,San Antonio Spurs,League Pass,0
773,4,3/31/2021,10:00 pm ET,Milwaukee Bucks,Los Angeles Lakers,ESPN,0
774,4,3/31/2021,10:00 pm ET,Chicago Bulls,Phoenix Suns,League Pass,0
775,5,4/1/2021,7:00 pm ET,Philadelphia 76ers,Cleveland Cavaliers,League Pass,0
776,5,4/1/2021,7:00 pm ET,Washington Wizards,Detroit Pistons,League Pass,0
777,5,4/1/2021,7:30 pm ET,Charlotte Hornets,Brooklyn Nets,TNT,0
778,5,4/1/2021,8:00 pm ET,Golden State Warriors,Miami Heat,League Pass,0
779,5,4/1/2021,8:00 pm ET,Orlando Magic,New Orleans Pelicans,League Pass,0
780,5,4/1/2021,8:30 pm ET,Atlanta Hawks,San Antonio Spurs,League Pass,0
781,5,4/1/2021,10:00 pm ET,Denver Nuggets,LA Clippers,TNT,0
782,6,4/2/2021,7:00 pm ET,Golden State Warriors,Toronto Raptors,League Pass,0
783,6,4/2/2021,7:30 pm ET,Houston Rockets,Boston Celtics,League Pass,0
784,6,4/2/2021,7:30 pm ET,Dallas Mavericks,New York Knicks,NBA TV,0
785,6,4/2/2021,8:00 pm ET,Charlotte Hornets,Indiana Pacers,League Pass,0
786,6,4/2/2021,8:00 pm ET,Minnesota Timberwolves,Memphis Grizzlies,League Pass,0
787,6,4/2/2021,9:00 pm ET,Atlanta Hawks,New Orleans Pelicans,League Pass,0
788,6,4/2/2021,9:00 pm ET,Chicago Bulls,Utah Jazz,League Pass,0
789,6,4/2/2021,10:00 pm ET,Oklahoma City Thunder,Phoenix Suns,League Pass,0
790,6,4/2/2021,10:00 pm ET,Milwaukee Bucks,Portland Trail Blazers,NBA TV,0
791,6,4/2/2021,10:00 pm ET,Los Angeles Lakers,Sacramento Kings,League Pass,0
792,7,4/3/2021,7:00 pm ET,Dallas Mavericks,Washington Wizards,League Pass,0
793,7,4/3/2021,8:00 pm ET,New York Knicks,Detroit Pistons,League Pass,0
794,7,4/3/2021,8:00 pm ET,Cleveland Cavaliers,Miami Heat,League Pass,0
795,7,4/3/2021,8:00 pm ET,Minnesota Timberwolves,Philadelphia 76ers,League Pass,0
796,7,4/3/2021,9:00 pm ET,Indiana Pacers,San Antonio Spurs,League Pass,0
797,7,4/3/2021,9:00 pm ET,Orlando Magic,Utah Jazz,League Pass,0
798,7,4/3/2021,10:00 pm ET,Oklahoma City Thunder,Portland Trail Blazers,League Pass,0
799,7,4/3/2021,10:00 pm ET,Milwaukee Bucks,Sacramento Kings,League Pass,0
800,1,4/4/2021,2:00 pm ET,Brooklyn Nets,Chicago Bulls,League Pass,0
801,1,4/4/2021,3:30 pm ET,Los Angeles Lakers,LA Clippers,ABC,0
802,1,4/4/2021,6:00 pm ET,Charlotte Hornets,Boston Celtics,League Pass,0
803,1,4/4/2021,7:00 pm ET,Memphis Grizzlies,Philadelphia 76ers,League Pass,0
804,1,4/4/2021,7:30 pm ET,Golden State Warriors,Atlanta Hawks,NBA TV,0
805,1,4/4/2021,8:00 pm ET,New Orleans Pelicans,Houston Rockets,League Pass,0
806,1,4/4/2021,10:00 pm ET,Orlando Magic,Denver Nuggets,NBA TV,0
807,2,4/5/2021,7:00 pm ET,New York Knicks,Brooklyn Nets,NBA TV,0
808,2,4/5/2021,7:00 pm ET,Washington Wizards,Toronto Raptors,League Pass,0
809,2,4/5/2021,7:00 pm ET,Utah Jazz,Dallas Mavericks,League Pass,0
810,2,4/5/2021,7:00 pm ET,Sacramento Kings,Minnesota Timberwolves,League Pass,0
811,2,4/5/2021,7:00 pm ET,Detroit Pistons,Oklahoma City Thunder,League Pass,0
812,2,4/5/2021,7:00 pm ET,Cleveland Cavaliers,San Antonio Spurs,League Pass,0
813,2,4/5/2021,8:00 pm ET,Phoenix Suns,Houston Rockets,League Pass,0
814,3,4/6/2021,7:00 pm ET,Chicago Bulls,Indiana Pacers,League Pass,0
815,3,4/6/2021,7:30 pm ET,New Orleans Pelicans,Atlanta Hawks,League Pass,0
816,3,4/6/2021,7:30 pm ET,Philadelphia 76ers,Boston Celtics,TNT,0
817,3,4/6/2021,7:30 pm ET,Los Angeles Lakers,Toronto Raptors,League Pass,0
818,3,4/6/2021,8:00 pm ET,Memphis Grizzlies,Miami Heat,League Pass,0
819,3,4/6/2021,9:00 pm ET,Detroit Pistons,Denver Nuggets,League Pass,0
820,3,4/6/2021,10:00 pm ET,Milwaukee Bucks,Golden State Warriors,TNT,0
821,3,4/6/2021,10:00 pm ET,Portland Trail Blazers,LA Clippers,League Pass,0
822,4,4/7/2021,7:00 pm ET,Minnesota Timberwolves,Indiana Pacers,League Pass,0
823,4,4/7/2021,7:00 pm ET,Washington Wizards,Orlando Magic,League Pass,0
824,4,4/7/2021,7:30 pm ET,New York Knicks,Boston Celtics,League Pass,0
825,4,4/7/2021,7:30 pm ET,New Orleans Pelicans,Brooklyn Nets,ESPN,0
826,4,4/7/2021,8:00 pm ET,Memphis Grizzlies,Atlanta Hawks,League Pass,0
827,4,4/7/2021,8:00 pm ET,Dallas Mavericks,Houston Rockets,League Pass,0
828,4,4/7/2021,8:00 pm ET,Charlotte Hornets,Oklahoma City Thunder,League Pass,0
829,4,4/7/2021,9:00 pm ET,San Antonio Spurs,Denver Nuggets,League Pass,0
830,4,4/7/2021,10:00 pm ET,Utah Jazz,Phoenix Suns,ESPN,0
831,5,4/8/2021,7:30 pm ET,Los Angeles Lakers,Miami Heat,TNT,0
832,5,4/8/2021,8:00 pm ET,Cleveland Cavaliers,Oklahoma City Thunder,League Pass,0
833,5,4/8/2021,9:00 pm ET,Milwaukee Bucks,Dallas Mavericks,League Pass,0
834,5,4/8/2021,10:00 pm ET,Portland Trail Blazers,Utah Jazz,League Pass,0
835,5,4/8/2021,10:00 pm ET,Phoenix Suns,LA Clippers,TNT,0
836,5,4/8/2021,10:00 pm ET,Detroit Pistons,Sacramento Kings,League Pass,0
837,6,4/9/2021,7:00 pm ET,Indiana Pacers,Orlando Magic,League Pass,0
838,6,4/9/2021,7:30 pm ET,Chicago Bulls,Atlanta Hawks,League Pass,0
839,6,4/9/2021,7:30 pm ET,Minnesota Timberwolves,Boston Celtics,League Pass,0
840,6,4/9/2021,7:30 pm ET,Memphis Grizzlies,New York Knicks,NBA TV,0
841,6,4/9/2021,8:00 pm ET,Toronto Raptors,Cleveland Cavaliers,League Pass,0
842,6,4/9/2021,8:00 pm ET,Philadelphia 76ers,New Orleans Pelicans,League Pass,0
843,6,4/9/2021,9:00 pm ET,Charlotte Hornets,Milwaukee Bucks,League Pass,0
844,6,4/9/2021,9:00 pm ET,San Antonio Spurs,Denver Nuggets,League Pass,0
845,6,4/9/2021,10:00 pm ET,Washington Wizards,Golden State Warriors,NBA TV,0
846,6,4/9/2021,10:00 pm ET,Houston Rockets,LA Clippers,League Pass,0
847,7,4/10/2021,8:30 pm ET,Los Angeles Lakers,Brooklyn Nets,ABC,0
848,7,4/10/2021,9:00 pm ET,Philadelphia 76ers,Oklahoma City Thunder,League Pass,0
849,7,4/10/2021,9:00 pm ET,Sacramento Kings,Utah Jazz,League Pass,0
850,7,4/10/2021,10:00 pm ET,Houston Rockets,Golden State Warriors,League Pass,0
851,7,4/10/2021,10:00 pm ET,Washington Wizards,Phoenix Suns,League Pass,0
852,7,4/10/2021,10:00 pm ET,Detroit Pistons,Portland Trail Blazers,League Pass,0
853,1,4/11/2021,1:00 pm ET,Atlanta Hawks,Charlotte Hornets,League Pass,0
854,1,4/11/2021,3:00 pm ET,Boston Celtics,Denver Nuggets,NBA TV,0
855,1,4/11/2021,7:00 pm ET,New Orleans Pelicans,Cleveland Cavaliers,League Pass,0
856,1,4/11/2021,7:00 pm ET,Milwaukee Bucks,Orlando Magic,League Pass,0
857,1,4/11/2021,7:30 pm ET,Toronto Raptors,New York Knicks,NBA TV,0
858,1,4/11/2021,8:00 pm ET,San Antonio Spurs,Dallas Mavericks,League Pass,0
859,1,4/11/2021,8:00 pm ET,Indiana Pacers,Memphis Grizzlies,League Pass,0
